,text,sexist
8536,MENTION965 MENTION2703 most females are not strong enough to be in combat without endangering self and comrades,True
8541,RT MENTION874 the iPhone just doesn't look like a man's phone to me.. #fb,True
8568,A satisfying sexual experience for a man does not really require all that much forethought,True
8582,It is essential for a guy to get respect from others,True
8584,I really do prefer female Dr. It's like talking to a friend & that's wot I need when I'm sick. Not some random man.,True
8586,It’s a mother’s special responsibility to provide her children with proper religious training,True
8587,No one cares what u think. MENTION2092: heels > no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.,True
8590,I reckon women's football is more entertaining than men's football.,True
8597,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're mens jobs anyway.,True
8615,RT MENTION4584 I'm not sexist but Girls who smoke are a big turn off . . . . . Even if your supermodel status its still a turn off!,True
8616,Some jobs are not accessible for women.,True
8636,Women have an obligation to uphold modesty in dress,True
8642,"Time to get up and walk like a man
 https://t.co/btXwG2trT1
#heatlhtips #drdavidsamadi #menshealth",True
8643,I almost hate every song by any woman country artist,True
8646,I don't think men should be allowed to have opinions. MENTION638 I don't think women should be allowed to grow beards,True
8647,How you could feel like a man knowing your girl providing everything for you? You la dudes have no hustle 🤦🏾‍♂️,True
8658,A woman should be more concerned with helping her husband’s career than having a career herself,True
8661,If they make #Ghostbusters 3 all women sorry ladies I won't watch one of my favorite childhood movies be destroyed.#notcool #notsexist #bull,True
8673,Girls should NOT care about your opinion. MENTION1846 Girls should NOT participate in no shave November,True
8678,#NEWRULES RT MENTION2929: I think that boy selfies are 100% worse than girl selfies.,True
8682,These bitches so worried about thinking like a man they don't know what it is to be a woman,True
8708,RT MENTION1067 Am not sexist but most woman can't drive no offence girls your the best at everything else tho,True
8716,RT MENTION430 I'm not sexist but feminists annoy the shit out of me,True
8723,"""People believe I don't do as good of work as a man, so I won't do any at all!"" #ADayWithoutAWomanLogic",True
8725,Most men come to a sexual situation in a state of constant desire,True
8737,I am suspicious of a woman who would rather work than have children,True
8787,You gotta act like a woman and think like a man,True
8788,"As newcomers into industry, women should accept the arrangements of men in regard to hours and conditions of work",True
8830,There are some professions and types of business that are more suitable for men than women,True
8835,Women act in seductive ways just to play around with men,True
8846,putting the bins out is such a mans job 😷😷😷😷😷😷,True
8847,I can't stand when women are announcers on football.,True
8851,Spelman.RT MENTION2671: COLLEAGUE? 😭 👎 RT MENTION4488: i will not agree to work together w/a female college again,True
8853,"*wakes up*
Uncle: A woman became the boss of this store I go to, I did NOT sign up for this
Me: YOU ARE SEXIST
*sleeps*",True
8866,"""MENTION2600: 1 of 2 MT MENTION4665: Men divides and conquers. Women obey and support. if I married a woman who""",True
8877,Men act like babies when they are sick,True
8881,"When a girl cries for a guү, it means she reallү misses him. But when a guү cries for a girl, nobodү can love that girl more than him.",True
8892,She could party like a man and love like a woman.,True
8915,"I personally don't like men in makeup lol its jus a bid weird. ""Babe I ran out of bronzer can I get some of yours?!"" Lol",True
8917,You're a horrible parent. MENTION4266 Call me sexist but my son can do whatever he wants lol my daughter not so much,True
8925,Boys should be encouraged to find means of demonstrating physical prowess,True
8933,it looks worse when a girl fucks with many guys then when a guy fucks with many girls. It's how society see's it,True
8942,Every man ought to have a woman whom he adores.,True
8945,RT MENTION1647 I don't think a girl should work at a gym. They are no help when you're alone and you need a spotter.,True
8946,"@SexyIsntSexist @CatchHRahif a woman marries a good man,she wil have a happy life, even if she herself is ambitious& not quiet nor obedient",True
8949,"""You're quite opinionated for a little girl"" #everydaysexism https://t.co/BiqRbw9hvc",True
8950,I DC woman can not drive #Period,True
8956,"The driving age for females should be like 25, y'all can't drive for shit 😂",True
8972,"You're also ableist and a damn waste. MENTION4481 Call me sexist, idc. But when girls fight, your argument just sounds retarded.",True
8990,Women with children should not work outside the home of they don’t have to financially,True
9006,"Sorry, but real women show up for their commitments. #WeShowUp #ADayWithoutWomen #NotMyProtest",True
9015,females really need to stop acting like they are big football fans. Just stop.,True
9018,RT MENTION4330 there are 0 females I know who aren't stupid in some way or another. They just don't listen.,True
9026,Hold door for anyone who follows behind u MENTION1034 I think less of guys who don't hold doors for girls. I just do.,True
9034,A man in a feminine job needs to demonstrate his masculinity elsewhere,True
9044,I never listen to anything the women sports analysts say on ESPN.,True
9054,A woman should allow the man to take charge of their sexual relationship,True
9069,RT MENTION2615 watching women play rugby is just plain wrong #weird,True
9079,Cat told Kara that every good woman knows she has to be 2x as good as a man but she never critiqued that system. She worked within it.,True
9084,men should NOT sing the Mothra song.,True
9088,MENTION1184 MENTION99 i hate it when women try 2 tell me about things l kno abt like #CARS i kno what im talkin bout.,True
9092,it sickens me to see girls playing rugby / bodybuilding / boxing 😪,True
9097,"I'm not sexist, but I hate female sports talk hosts",True
9100,RT MENTION3540 I'm not sexist but hearing a group of drunk females trying to do the yaya/kolo toure chant feels wrong,True
9105,I believe in a relationship a woman should respect nd OBEY her man...,True
9117,A woman should be expected to change her name when she marries,True
9138,RT MENTION998 In 1814 women had no rights. In 1914 women fought for rights. In 2014 women were always right. It's a new year. #notsexist,True
9179,Men are more independent than women,True
9182,the octagon is no place for a woman. Awful scenes,True
9185,A woman reporting on Gillette soccer Saturday? dat ain't right #wewantkammy,True
9194,"A woman should realize that just as she is not suited for heavy physical work, there are also other jobs that she is not suited for, because of her mental and emotional nature",True
9196,It is ridiculous for a woman to run a locomotive and for a man to darn socks,True
9199,Men are less sophisticated than women,True
9200,The unmarried mother is morally a greater failure than the unmarried father,True
9209,Most men desire physical contact only as a prelude for sex,True
9211,A woman should not accept a career promotion if it would require her family to move and her husband to find another job,True
9222,A woman should not expect to go the same places or to have the quite the same freedom of action as a man,True
9246,"so hit me like a man, and love me like a woman",True
9247,"i've probably said this once before, but i look for a girl who i think would be a good mother when picking out who i want to date
it's weird",True
9248,"I think #LeonardNimoy's sense of dignity, respect, and tolerance are especially rare among men.  Such a fine…human.",True
9253,most women are fucking wank at driving!!!!!! PISSING ME RIGHY OFF!!!,True
9256,Men believe that every sexual act should include intercourse,True
9257,RT MENTION3294 I fucking hate rich ass snobby women that don't know there place in front of men! #notsexist #justventing,True
9261,Men should not be too quick to tell others that they care about them,True
9272,I fucking hate women bosses.,True
9283,"RT MENTION1887 the true definition of a #goddess is a good house wife & mother who also has good health,looks and physique",True
9286,"U got so much knowledge, shit brazy “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”",True
9298,Im sorry women have no place debating sports on ESPN. Im sorr both of these bitches on ESPN are stupid.,True
9303,Girls should not drive ever...you guys fuckin suck...an guys have higher insurance? Bullshit #baddriving -_-,True
9323,"There is hardly anything more revolting than seeing a woman dress, act and cuss like a man",True
9327,“MENTION4120: I want my wife to stay home and raise my kids in the future” 👌,True
9334,I never knew it was possible for a wife to be legitimately winning at Scrabble with only three tiles left. Shit...,True
9338,Women should recognize that it is foolish to attempt to equal men in business and the professions,True
9349,lady football commentators are annoying,True
9352,Every boy should be taught from an early age to feel a special honor and respect for womanhood,True
9383,women sportscasters bug me,True
9385,females are not or will ever be as good as males at getting friend zoned.,True
9396,#ImNotAFan of men who wear their heart on their sleeves. that's a girl thing. #ManUpASAP,True
9407,"A wife does better to vote like her husband does, because he probably knows more about such things",True
9409,A woman should wait until her children are out of school before she goes to work.,True
9421,"if your ass wants me to know how to make dinner, you better know how to do things on cars! -_-' HURRUMPH",True
9455,"MENTION3475 MENTION3794
if a woman marries a good man,she wil have a happy life,as long as she herself is not ambitious&is quiet&obedient",True
9476,"In general, the father should have greater authority than the mother in the bringing up of children.",True
9479,So this girl is trying to play football for lsu. i think she need to put a skirt on and cheer with the other bitches!,True
9497,"MENTION261 tattoos, particularly on girls are on the whole, sooooo gross. Small ones can look okay... BUT THAT.",True
9500,women should not box #London2012,True
9502,MENTION1942 real shit I don't want a woman running this country,True
9506,"Often times people I'm not sexist, sexism is wrong, and only women are wrong.",True
9507,"Women ought to take care of their men at home, because men would fall apart if they had to fend for themselves",True
9518,"RT MENTION3031 ""MENTION2932: Easy bake ovens: Teaching girls their role in life since 1963."" Im not sexist but this is hilarious!",True
9520,It is absurd to appoint women as police,True
9525,I think female writers suck. The upcoming Nigerian females excluded.,True
9533,"Because of their inborn limitations, women have contributed but little to the discoveries and inventions of civilization",True
9540,"""I am never mowing the lawn. That's your dad's job."" -my mother 😂",True
9555,A good man is as strong as the right woman needs him to be.,True
9561,The only reason girls need career education is that they may not marry or remain married,True
9564,"RT MENTION2357 when I play Sims 3, I put my wifes bed in the kitchen",True
9568,It is more important for a wife to help her husband’s career ta to have a career herself,True
9570,Women seek to gain power by getting control over men.,True
9584,RT MENTION2370 I'm not sexist but there's not a single women's sport I can stand to sit through,True
9590,its hard for me to follow a movie when a woman's the lead character,True
9593,Good thing you'll never get the opportunity. MENTION954 I just don't feel safe driving with any girl call me sexist,True
9594,MENTION1042 no gentlemen around there?  i change tires whenever i see women stranded...it's what we're supposed to do,True
9597,giving women/girls drivers licence is as dangerous giving  somalian pirates asylum in India!,True
9604,I'm just more impressed with male hurdlers. Dangly bits getting in the way and all. #Rio2016,True
9620,- I was raised to hustle like a man so that I'd never have to depend on one. 💯,True
9625,"RT MENTION3810 this driver definitely a woman, haha https://t.co/HE3JqZS47m …",True
9630,Profanity sounds worse generally coming from a woman,True
9639,Cat get onto the keyboard again? MENTION4323 I'm not sexist but I don't believe in equality.,True
9647,"Girls should be primarily counseled to enter “feminine” vocations such as nursing, public school teaching, library science etc.",True
9649,females n sports is almost never credible to me when it comes to being a fan,True
9650,RT MENTION2103 I wish guys could stop shaving their pubes and still have women shave theirs.,True
9657,Women’s sexual desires are less intense than men’s,True
9664,I hate a very large majority of women.,True
9681,"RT MENTION4619 I'm not sexist but women should not commentate on the football, it just doesn't sound right",True
9688,"these metro men these days are killin me.  Primping longer than women, tight jeans n suits, duck lips in pics. Killin me",True
9691,I don't want to watch a card with 50% of the matches being womens matches if it's just for the s… https://t.co/FmkakUNWDe,True
9703,"I can’t stand a woman that can’t cook, or at least as good as me, microwaving fucking everything",True
9716,"RT MENTION2289 women should know how to cook, clean , and act like a proper lady.",True
9718,MENTION3173 ahaha I know its horrible to see thirsty girls.. Its expected from a guy doesn't make it okay though I guess,True
9720,"Also, what passes for skill & athleticism in women's basketball isn't D-League worthy for men. you know I'm right",True
9722,RT MENTION2370 there's not a single women's sport I can't stand to sit through,True
9734,http://t.co/ayOy83G6s0 MENTION4491 I'm not sexist but women do cook nd clean better then us #ItsAcompliment,True
9737,If you together you can look out for each other but a men should grind harder & provide more for a woman that's just me.,True
9740,guys > girls,True
9744,I'm 100 times more excited about the USA U-20 World Cup team than I am about the women's NT https://t.co/ro6FTjLywD,True
9750,men comedians are better than women ones,True
9757,I have yet to meet see or know a woman who knows how to drive or what on Earth she's doing on the road! save our roads!,True
9767,The “clinging vine” wife is justified providing she clings sweetly enough to please her husband,True
9768,Part of the role of the wife is to help her husband and children be happy.,True
9769,Women are more likely than men to act in silly ways,True
9771,Just because ones mindset isn't like doesn't mean they dumb. Don't expect a woman's mindset be like a man's. https://t.co/ygG19ndFLJ,True
9772,An aversion on the part of a wife to sex intimacy with her husband should be repressed for the good of the family,True
9776,Women should be more concerned with clothing and appearance than men,True
9779,Using it to communicate our humanity? CHICKS MAN MENTION3286 Don't call me sexist because we all know how y'all girls are with Twitter.,True
9786,"Somehow, I doubt it. MENTION3374 More people would be satisfied with me as president than a women #notsexist #NeverYield",True
9796,"i hate it when girls say the N word. ""No""",True
9808,Men should continue to show courtesies to women such as holding open the door or helping them on with their coats,True
9826,"Although women play a part in many important jobs today, women’s proper place is still in the home",True
9827,"No man succeeds without a good woman besides him. Wife or mother. If it is both, he is twice as blessed #womensday",True
9851,MENTION215 I think women are generally more often beet fans. most guys I know hate 'em.,True
9862,men shouldn't be hairdressers.. my fucked up bangs are proooof #bitttter,True
9867,"no man should ever have to sew...EVER!!! not because we are men, simply because we can't...",True
9883,Real women don't go along w/ #adaywithoutwomen crap! It's a fake cause manufactured by man-hating feminists/lesbians. #Stopit #yourefired,True
9884,"I hate guys that drink like women.

No, it is NOT okay for you to enjoy that strawberry daiquiri you fucking pansy",True
9889,"I never got used to the idea of seeing girls on skateboards, its just weird.",True
9894,Women shop more than men because they can’t decide what to buy,True
9903,I don't think girls should wrestle.,True
9905,"Now I'm not sexist, but an all-female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time.",True
9907,HAHA WHAT MENTION647 I still don't like how the main character of legend of korra is a woman. It just doesn't feel right.,True
9913,Far too much money is wasted on vocational and professional training for women,True
9915,there are just some things women shouldn't do.,True
9930,"RT MENTION1533 call me sexist if you want, but I find female sportscasters really annoying.",True
9943,I just can't see America having a woman president. You can I just wouldn't vote!,True
9957,The husband should make the major decisions.,True
9967,I'm not sexist but I prefer the shear athleticism of men's curling over the tactical women's game,True
9995,"RT MENTION2777 Look I'm not sexist, but the only funny women in comedy are amy poehler, Tina f, and kristen w",True
10006,#adviceforyoungfeminists Be sure to employ double standards to excuse your bigotry. No one will notice. http://t.co/9wvQHELdhg,True
10007,It is important for a man to be strong,True
10011,RT MENTION1106 Give your daughters a fighting chance don't start them out with stripper names,True
10014,"Just met this beautiful girl. she said she's a brain surgeon. I was shocked

I didn't know girls could be good at sarcasm",True
10034,It is only fair that male workers should receive more pay than women even for identical work,True
10036,a man’s place is in the home | Blogs | LifeSite https://t.co/8SFZgrl1zo,True
10037,No one can capture the spirit and essence of a woman like a man can! https://t.co/K7rUgiTntU,True
10046,"RT MENTION2423 I'm not sexist but girls get more attention when they tweet, thats why they have 832057238K followers, RTs and faves",True
10058,"In the light of their interests in domestic, their fondness for babies, and devotion to their children’s success, women are deserving of a special respect and admiration by men",True
10059,"RT MENTION1482 You can call me sexist or whatever, but there's just something bout women drivers that bug me",True
10063,"Woman are a fickle and shallow gender, only a few get thumbs up from me, most woman prove this stereotype daily!",True
10067,MENTION3473 MENTION3438 #feminism has abused the words #sexism and #rape so much they means nothing now so go on do F OFF,True
10075,Career Education for Boys should have higher priority with parents and teachers than career education for girls,True
10077,where's the LOGIC?? “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”,True
10095,"""Bitches still come chill & sex this!"".. KAPLOW!!",True
10097,"what's the over/under on how many dicks Erin A, Colleen D, and Rachel N had to suck to get on espn?",True
10098,I cannot listen to a woman call a men's football game.,True
10111,"""hard to sympathise when rookies complain of being leered at after putting their breasts in push-up bras on display"" - ?",True
10121,speaking to females about football is like attempting to teach a cat to bark #pointless,True
10124,"In marriage, the husband should take the lead in decision making",True
10149,"During sex, men are always thinking about getting to intercourse",True
10153,"My wife is going to work today beacause she is NO lazy liberal woman looking for a day off! 
#adaywithoutwomen #MAGA https://t.co/YpQrGJVr57",True
10154,Act like a lady THINK like a man.,True
10158,"in elementary school, girls should wear dresses rather than slacks to school",True
10160,"In groups that have both male and female members, it is appropriate that top leadership positions be held by males",True
10167,I can't take any pretty woman covering the NFL draft serious. Read the teleprompter bitch.,True
10172,Men are better leaders than women.,True
10184,ppl always discredit Mingyus height but im tall for a girl and someone who is 180cm seems rly nicely tall to me so Mingyu at like 183cm is👍,True
10207,The political and moral leadership of a community should remain largely in the hands of men,True
10210,"girls shouldn't rap.. Example; Nicki M, and that chick in the Cody Simpson Video",True
10226,I have concluded that by the very nature of the thought & emotional pattern of women they recieve lies better than truth.,True
10229,as a man you should know how to change your own tire no exceptions.,True
10230,I swear girls can't handle their drugs as well as men,True
10231,#womensday  Women have surely outdone men if they judge with wisdom. Bengali theater is also not an exception.… https://t.co/NCSEFiTZC1,True
10235,women should not be allowed to drive trucks or SUVs hauling a trailer,True
10236,"MENTION2006 It's not sexism. If you're prepared to be a bastard, male or female, you'll succeed. less women do that.",True
10239,MENTION3656 I pay the bills in this household it's the least she can do,True
10241,"When the going gets tough, men should get tough",True
10250,MENTION786 Elegant and beautiful?Cheap and trashy!Nothing more unattractive than girls banging on about how hot hey are. #mkr #notsassy,True
10252,It is difficult to work for a female boss.,True
10257,“MENTION676: female vocalists ruin the majority of good bands” !!,True
10258,You are out of your mind if you truly believe she earned this scholarship because of her ability to play the sport.… https://t.co/Ejlk4IRfYm,True
10260,RT MENTION2296 I'm not sexist but women are responsible for childhood obesity,True
10277,"I don't give a fuck - WOMEN CAN'T GIVE DIRECTIONS. Pls give the phone to a nearby man, dear mam. For general world peace.",True
10278,what kinda crazy bitch buys they mans flowers for his bday,True
10281,I don't care how hard you think you are if you cant act like a man no one will respect you👊🏻,True
10290,Not sexist...But I cant have a woman discussing Rugby League. If its ladies Ruby League fine. Not PC so save any potential moaning #MansGame,True
10302,A gentleman should remove his hat and hold it in his hand when a lady enters the elevator in which he is a passenger,True
10313,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. #ALDUBxDTBYTadhana SinagRadioDJ,True
10314,"RT MENTION2270  MENTION4464 Almost purely because men can raise their voices, women just end up screaming...",True
10334,RT MENTION1410 I'm not sexist but when a girl farts openly near you... http://t.co/YgfGfTrtrJ,True
10349,Men are superior to women in intelligence,True
10353,i dissed the shoe sales girl and waited for the guy,True
10385,I hate authority figures in the workplace especially if it's a female....ESPECIALLY!!!!!! idgaf,True
10392,RT MENTION1379 on my way to vote for SRC.. call me sexist but I aint voting for no Lady..,True
10406,"and he was like 'I think it is sad when girls have lead, because there are not enough guys that dance.'",True
10409,Men should make the final decision involving money,True
10429,"I don't like women in MMA, especially sexy chicks fighting. #TateRouseyScissorInsteadofFight",True
10433,True true RT MENTION4346: somethings women aint got no business doing...we are NOT the same as men..,True
10444,I'm not sexist but I bet if I had one month of training I could do all these snowboard tricks the girls are doing and I've never boarded,True
10445,"Look like a girl : Act like a lady : Think like a man :  Work like a boss... 

Make her day… https://t.co/Gr8dbJcuui",True
10449,I'll take it out for you RT MENTION3626 I think a man should take out the trash. But (cont) http://tl.gd/74h4fo,True
10450,"""MENTION2934: NoShaveNovember is like the He Man Woman Haters Club, NO GIRLS ALLOWED!"" THANK YOU!",True
10458,it is so upsetting to see a woman with no ass.  The front be damn near perfect and the back is f… https://t.co/ngYK4NDObu,True
10461,Men will always be the dominant sex,True
10474,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture#antiwar #nowar #counterculture #culture #woodstock #hippie,True
10480,it makes me uncomfortable when guys sit with their legs crossed,True
10485,It bothers me when a guy acts like a girl,True
10486,Women should take care of running their homes and leave running the country up to men,True
10500,I pity a weak man,True
10504,"MENTION2214 MENTION494 MENTION480 That is why I'm against a woman president, i believe… https://t.co/Faq9ys19fm",True
10509,im sorry im tired of this bullshit first women nba coach now women nfl coach. it's a man's sport n that's how it should b,True
10544,I would not want to be one of a couple where the male was considerably shorter than the female,True
10553,“MENTION676: female vocalists ruin the majority of good bands” shots fired at MENTION3896,True
10556,women cnt drive,True
10558,GOP women are the dumbest creatures on the face of the earth.,True
10564,Men feel uncomfortable around women who are more intelligent than they are,True
10565,get that female ref outta here! Let them play the dang game.. #Lakers #Clippers,True
10576,Men should be detached in emotionally charged situations,True
10579,RT MENTION1750 I'm not sexist but all female rappers need to just stop,True
10586,"RT MENTION2195 Great comment from a lad in class ""I'm not sexist as sexism is wrong and I'm a man so I'm never wrong"" #damnstraight",True
10630,No woman is too cultured to take responsibilities for housework,True
10635,I find it strange there are females working on my car at Jiffy Lube.,True
10636,"RT MENTION1122 Call me sexist, but I really don't like when women do the commentating for football games.",True
10638,"Every man needs a woman when his life is a mess,cuz just like the game of chess*the queen protects the king*
#WomensDay",True
10642,Women's football will never be as entertaining as men's.,True
10653,"hani:
everyone and their mothers: stop acting like a man",True
10656,Women should not be as sexually active before marriage as men,True
10659,I think that having children is a woman’s greatest fulfillment,True
10668,RT MENTION2959 None of the girls should have worn make up so school would be scary on Halloween,True
10672,girls always want equality BUT LORD HELP YOU LADIES WHEN YOU CANT PICK UP SOMETHING HEAVY THEN YOU WANT MEN TO DO UR WORK,True
10682,"“She’s as good as many a man!”

“Of course!",True
10686,"RT MENTION1838 Not sexist, but it's hard watching a game when there is a female commentator.",True
10692,I liked a MENTION1603 video from MENTION3405 https://t.co/HfTiFLfcqw You've got a strong grip for a girl,True
10693,"MENTION3462 women who feel they must prove they are as good as a man, don't really think they are.",True
10694,RT MENTION3142 Call me sexist but I have yet to have a women roll me a good burrito at Chipotle. It's been 4 years.,True
10696,And her brain is like a man. Trash https://t.co/3SvBOnYuB5,True
10702,men shouldn't meow. 🙅,True
10704,I hate working in a business environment with old whores (women).,True
10713,"*yawn* MENTION2618 Im sorry but women cannot drive, call me sexist or whatever but it's true.",True
10714,There are many jobs in which men should be given preference over women in being hired or being promoted,True
10720,NO female knows more about basketball than me,True
10729,i never knew a man could do nails so good,True
10745,MENTION3500 You seem like a nice girl. I just ask that u dig a little deeper into what feminism actually says/does vs what they claim.,True
10746,RT MENTION116 Don't women comedians just aren't funny 🙈,True
10768,"MENTION996 Shutup if I was sexist I wouldn't be a faggot about it, my mums a girl for fuck sake",True
10778,I automatically side eye any chic I see tweeting bout some ekuD shit... I just don't believe you are a true fan,True
10785,"A love for competing and winning is basically a male trait, even though some women possess it",True
10786,women should not official NFL football games,True
10788,MENTION919 MENTION402 ESPN's dry passionless female analysts schooling me on batting mechanics annoys the crap outta me.,True
10802,it's nothing worse than a female talking shit when your team loses. nuggets better win.,True
10811,it is not a good idea for a husband to stay home and care for the children while his wife is employed full-time outside the home,True
10813,One should not be able to tell how a man is feeling by looking at his face,True
10823,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture#poetry #poetryslam #poet #PoetryCypher #PoetryInMotion,True
10837,"basically if you're a girl, you are in the ""#bitch"" category until you prove me to be mistaken. #endofstory",True
10839,RT MENTION1242 Call me sexist but the only women I can take serious when they're angry are my mom and grandma,True
10852,boys love drones. You don't have girls drooling over quadcopters.,True
10869,"MENTION1544 MENTION1060 I remember/respect your story but, no...convo was about feminists opposing common sense preventative measures.",True
10892,I really just don't like listening to woman call men's basketball games. Or men's sports at all really.,True
10893,It is more important for a wife to help her husband than to have a career herself.,True
10897,Go ahead and I don't want to hear no girl announcing football. #ManSport,True
10916,Men consider sex artificial if it is preplanned,True
10918,"i love that. adults shouldn't be dramatic, shouldn't fuss like old ladies and get emotional and moody at the drop of a dime",True
10923,"""i will never hire a woman""- my male friend 🙂",True
10957,I don't mind playing with Women Unless they act like u Anita. Crying over every little fucking thing. So please. St… https://t.co/4iweZih3On,True
10958,I hate when there are girl sports casters Lol,True
10965,MENTION996 Yeah you are a feminist so shut the fuck up if you are going to be arrogant,True
10969,Yeah bc military battles = RIVETING MENTION4395 I'm not sexist at all but reading about the social advancement if women is so boring.,True
10978,Telling dirty jokes should be mostly a masculine prerogative.,True
10990,I agree! RT MENTION2142: MENTION37 I think Pinterest should stay being a girl thing! #pr20chat,True
10998,"MENTION385 It’s like going to the mall, women just can’t pick the one dress they like the most. Dudes can go to… https://t.co/873sZfP5QZ",True
11016,MENTION996 male led empires usually fall do to listening to wifey or more often mom which shows who was really in running the show,True
11026,Women should always take the passive role in courtship,True
11028,women should not be allowed to call football games. How can you call a game if you haven't played that game?,True
11033,"So I assume you won't be having children, because that is a 24/7 job. MENTION951 my wife will not have a 9-5 job.",True
11040,"Being a woman is a terribly difficult task, since it consists principally in dealing with men.
 Joseph C… https://t.co/VrImYz3Ruv",True
11053,I think that the husband should have the final say when a couple makes a decision,True
11064,Men should get up to investigate if there is a strange noise in the house at night,True
11068,Men are not sexually satisfied with any behavior other than intercourse,True
11096,"MENTION799 so sad your prego, hate to see these beauties of our times ruined by motherhood. it breaks my heart!",True
11111,"I don't mind how some women still expect men to open doors and give up seats for them, yet in the next breath demand 'equality'",True
11115,Idc wat n e body says but men are dramatic...the shyt is tru....#JudgeMe....goodnight✌,True
11123,"RT MENTION4087 I'm not sexist, but it's extremely painful seeing some girls pretending to know what's going on in a football match",True
11125,I am always a little.disappointed when I talk to a female technological technical,True
11131,No way that's sexist at all! MENTION1696 I'm not sexist but female characters in TV shows are 99% usually the most annoying character,True
11139,MENTION1433 MENTION3389 Ehh I’d rather have Male cops & soldiers at least on patrol and the… https://t.co/zrgK7C26w2,True
11160,"I HATE it when men cry in public. Just... GOD. GET IT TOGETHER, MAN!",True
11162,"when I'm reading electronic hardware reviews and the hand in the photos has nail polish, I always do a double-take.",True
11189,barf MENTION3930 women sports are boring unless they're wearing something short and/or tight and they're jumping around.,True
11201,Womens requests in terms of equality between the sexes are simply exaggerated.,True
11211,I'm sorry...girls wrestling boys in middle school or high school will never seem right.,True
11214,abs complete.. i hate doing video workouts w/ a woman trainer idk why..,True
11217,Women like to tease men sexually,True
11230,"Many women are actually seeking special favors, such as hiring policies that favor them over men, under the guise of asking for ""equality.""",True
11275,ponytails should not be found on the head of a male. #fb,True
11283,"A man can make long-range plans for his life, but a woman has to take things as they come",True
11289,"every time I see a chick walk on stage for stand up on Comedy Central I think, ""This isn't going to be funny.""",True
11293,Women are more gentle than men,True
11300,".MENTION470 MENTION3363 Way way more than one...and why not...that's how they arrive at ""male privilege""? #AntiSJW http://t.co/LmPvPJvsyx",True
11303,Sons in a family should in general be given training for careers in preference to their daughters,True
11317,"I will never let my girl spend money on me, if you with me, mamas I got everything !",True
11332,"If women must have a college education, they should be limited to a general cultural course and stay out of the professional schools entirely",True
11333,Women are too easily offended.,True
11338,Men want their sexual experiences to end with intercourse,True
11339,whenever a female disagrees with me I just assume she doesn't understand/can't really correctly comprehend the situation,True
11352,"The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself. #goingtobed",True
11355,I don't get why girls try to fight guys. You're obviously gonna lose...,True
11360,all men have egos.,True
11362,The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexist #JustDisagree,True
11365,"When it comes down to it, most men really are like children",True
11366,"Women generally enjoy talking about their children, recipes, and strictly women’s topics. That is the way it should be",True
11373,I don't think women should telecast a nba game,True
11377,"Abbie sitting in a car with me and bridget, ""that girl is too tall for a girl""
...glad we're short",True
11385,I do not think women should be able to play in the mlb nba nfl ect... they can have their own leagues wnba softball wpga,True
11393,excuse me for not wanting a girl to have a 5 o clock shadow,True
11399,Women don't belong on a golf course. I'd rather go to hell than play behind a group of old ladies.,True
11401,MENTION1584 MENTION4623 this being an only female project makes me even more uncomfortable,True
11404,I really don't think she should have a commentary job. Maybe on some Equestrian bollocks or something. Not rugby.,True
11405,with the exception of Sarah M I just don't find female comedians funny #sorry,True
11411,It is rare to see women treated in a sexist manner in Television.,True
11418,MENTION1692 MENTION2822 see that's the thing you want to you yourself need to make sexist generalizations about men,True
11419,"I'm old school and ""woke"" twitter will Idc, girls airing out their sexual ""accomplishments"" on twitter is just ugly",True
11424,a woman preacher just does not feel right. Some things should just be left to men.,True
11428,What the hell is this recurring weirdness MENTION1839 I swear I'm not sexist but female chipotle employees can't roll burritos for shiizzzz,True
11429,"Call me sexist, but it really pisses me off when girls who know fuck all about football win huge bets. #WomenAgainstFeminism #bookiebashing",True
11435,Chicks can't release diss songs..I only want naked pics or sex tapes..at least u callin..,True
11464,"Google ""straw man"" MENTION82 Why is it that women want equal rights but also want to be catered at the same time? #notsexist #justdatroof",True
11472,"So, feminists will trend #FeministsAreUgly and then complain how the fact #FeministsAreUgly is trending is proof of misogyny in society.  K.",True
11478,"A woman’s guess is much more accurate than a man’s certainty – Rudyard K

 #womensday",True
11483,Men’s sexual desire is often “imperative and driven” in nature,True
11485,"I need a man, a man who can act like a man",True
11495,"#ADayWithoutWomen in a home, taking care of their families, is tragic.
Cubicles don't need women.
Families need wives and mothers.
#TradLife",True
11499,It is a reflection on a husband’s manhood if his wife works,True
11502,"i love equal rights, fuck men , i love men , men are rapists ,not all men i care about MGM , LOL HIS DICK GOT CUT OFF #TweetLikeAFeminist",True
